
PERMAN & GREEN LLP,85,79,92,559
CLEMENTS BERNARD WALKER,83,79,95,621
ERICSSON INC,93,79,84,518
IP JURISTS PC,81,79,97,317
LAW OFFICE OF MICHAEL CHEN,94,79,84,441
INTELLECTUAL VALLEY LAW PC,81,78,96,562
THE DOBRUSIN LAW FIRM PC,94,78,82,581
POLYGON IP LLP,89,78,87,344
SPENCER FANE LLP,85,78,91,458
THYSSENKRUPP NORTH AMERICA LLC,85,77,90,695
BROWN RUDNICK LLP,93,77,82,489
INNOVATION CAPITAL LAW GROUP LLP,93,77,82,596
E INK CORPORATION,79,77,97,441
CBM PATENT CONSULTING LLC,84,77,91,424
KARSTEN MANUFACTURING CORPORATION,79,77,97,635
STANIFORD TOMITA LLP,77,77,100,643
THE DOW CHEMICAL COMPANY,86,77,89,592
GOPRO INC,76,76,100,450
LATHROP,78,75,96,461
SHUTTLEWORTH & INGERSOLL PLC,96,75,78,560
ATHORUS PLLC,77,74,96,543
LANGBO COMMUNICATION TECHNOLOGY CO LTD,74,74,100,546
HAVERSTOCK & OWENS A LAW CORPORATION,84,74,88,511
CRAWFORD MAUNU PLLC,73,73,100,533
EGBERT MCDANIEL & SWARTZ PLLC,95,73,76,581
PENILLA IP & SONY,73,73,100,586
KW LAW LLP,76,73,96,498
GETECH LAW LLC,85,73,85,406
MAHAMEDI IP LAW LLP,89,73,82,533
UNITED ONE LAW GROUP LLC,88,73,82,560
MEDLER FERRO WOODHOUSE & MILLS PLLC,105,73,69,516
ESSENTIAL PATENTS GROUP LLP,81,73,90,613
U.S. DEPARTMENT OF HOMELAND SECURITY,74,72,97,355
EMERSON THOMSON & BENNETT LLC,83,72,86,543
CITRIX SYSTEMS INC / CLOUD SOFTWARE GROUP,81,72,88,576
MUNCK WILSON MANDALA LLP,87,72,82,492
SANDBERG PHOENIX & VON GONTARD PC,82,72,87,504
SANCHELIMA & ASSOCIATES PA,73,72,98,511
WAGNER BLECHER LLP,85,72,84,585
TROP PRUNER & HU PC,77,72,93,505
MURABITO HAO & BARNES LLP,72,72,100,618
AMERICAN AIR LIQUIDE,90,71,78,757
SMITH BALUCH LLP,77,71,92,523
PATENT 360 LLC,118,71,60,572
GRIGGS BERGEN LLP,76,71,93,448
RAYMOND CHEW,72,71,98,437
UMBERG ZIPSER LLP,102,71,69,451
DECHERT LLP,104,71,68,601
PATTERSON INTELLECTUAL PROPERTY LAW PC,75,71,94,572
ZILKA-KOTAB PC,95,70,73,529
KOCH,76,70,92,518
CARR & FERRELL LLP,84,70,83,454
TILLMAN WRIGHT PLLC,81,69,85,458
KIRTON MCCONKIE,77,69,89,595
KXT LAW LLP,87,69,79,440
CLARK+ELBING LLP,151,69,45,544
FARJAMI & FARJAMI LLP,69,69,100,551
VLP LAW GROUP LLP,85,68,80,535
MATTHEW DERNIER ESQ,69,68,98,653
VIERING JENTSCHURA & PARTNER MBB,74,68,91,660
PLAGER SCHACK LLP,71,67,94,492
ENDRESS+HAUSER (USA) HOLDING INC,70,67,95,728
FUJITSU NORTH AMERICA INC,219,67,30,614
BRACEWELL LLP,70,67,95,507
KWAN & OLYNICK LLP,83,67,80,590
BELL TEXTRON INC,67,67,100,592
CYPRESS SEMICONDUCTOR CORPORATION,66,66,100,564
CULHANE MEADOWS PLLC,72,66,91,556
METROLEX IP LAW GROUP PLLC,81,66,81,688
BOCHNER PLLC,87,66,75,538
COMCAST,66,66,100,549
DOCKET CLERK,79,66,83,603
NOLTE LACKENBACH SIEGEL,77,66,85,508
BUTZEL LONG,80,66,82,539
IPX PLLC,70,66,94,674
EDWARDS NEILS LLC,77,66,85,556
THE CONCEPT LAW GROUP PA,71,65,91,385
EBAY,72,65,90,527
FRESH IP PLC,75,65,86,517
HARTER SECREST & EMERY LLP,91,65,71,584
IPRTOP LLC,69,65,94,528
FAY KAPLUN & MARCIN LLP,66,65,98,607
DELIZIO PEACOCK LEWIN & GUERRA,71,65,91,579
KRAMER LEVIN NAFTALIS & FRANKEL LLP,68,65,95,443
GE PRECISION HEALTHCARE LLC,70,64,91,582
MERCHANT & GOULD CHEVRON PHILLIPS,65,64,98,401
SHIELD INTELLECTUAL PROPERTY PC,66,64,96,466
SYNGENTA CROP PROTECTION LLC,66,64,96,480
FLETCHER YODER,65,64,98,647
FISH IP LAW LLP,76,64,84,500
CARSTENS ALLEN & GOURLEY LLP,71,64,90,529
PLANT PATENT AGENT LLC,64,63,98,300
LRK PATENT LAW FIRM,81,63,77,581
HENRY M FEIEREISEN LLC,71,63,88,482
WHITMYER IP GROUP LLC,71,63,88,568
AP3 LAW FIRM,67,63,94,405
MCNEILL PLLC,117,63,53,573
MORRIS MANNING & MARTIN LLP,76,63,82,501
DAVIDSON SHEEHAN LLP,68,63,92,639
TRAN & ASSOCIATES,68,63,92,461
TOMLINSON MCKINSTRY PC,67,62,92,455
HOLLAND & HART,64,62,96,563
AHMANN KLOKE LLP,67,62,92,501
PARKER HIGHLANDER PLLC,88,62,70,522
ARC PATENTS,65,62,95,522
THE WHITAKER LLC,63,62,98,731
MUIRHEAD & SATURNELLI LLC,63,62,98,555
CHEN YOSHIMURA LLP,70,62,88,580
GABLEGOTWALS,75,61,81,580
LS3 - NUCURRENT,68,61,89,485
STEINFL + BRUNO LLP,73,61,83,502
SALESFORCE INC,61,61,100,569
KOWERT HOOD MUNYON RANKIN & GOETZEL PC,69,60,86,569
SMARTPAT PLC,72,60,83,686
LUEDEKA NEELY PC,71,60,84,466
SAND SEBOLT & WERNOW CO LPA,72,60,83,565
PENILLA IP APC,63,60,95,577
WARD LAW OFFICE LLC,72,60,83,573
GESMER UPDEGROVE LLP,62,60,96,582
AVI AVRAHAM JENCMEN,67,60,89,403
ACUSHNET COMPANY,65,59,90,560
REINHART BOERNER VAN DEUREN PC,63,59,93,492
SHEPPARD MULLIN,60,59,98,531
MILLER JOHNSON,69,59,85,538
ALG INTELLECTUAL PROPERTY,78,59,75,579
HALLIBURTON ENERGY SERVICES INC,59,59,100,565
SCHWABE WILLIAMSON & WYATT,62,58,93,585
MINTZ LEVIN COHN FERRIS GLOVSKY & POPEO PC,59,58,98,645
THOMPSON COBURN LLP,69,58,84,504
HICKMAN BECKER BINGHAM LEDESMA,58,58,100,665
COMPASS IP LAW PC,63,58,92,591
STOEL RIVES LLP,69,58,84,665
OCCHIUTI & ROHLICEK LLP,68,58,85,596
SANDIA NATIONAL LABORATORIES,62,58,93,604
BELL & MANNING LLC,62,58,93,481
RUGGIERO MCALLISTER & MCMAHON LLC,66,57,86,618
THOMPSON PATENT LAW OFFICES PC,64,57,89,488
ELMORE PATENT LAW GROUP PC,83,57,68,531
WEAVER IP LLC,60,57,95,622
PROACTIVE PATENTS LLC,59,57,96,524
YUAN-TE FU,68,57,83,455
SHUMAKER & SIEFFERT,59,57,96,558
TARGET BRANDS INC,58,57,98,688
ARMIS INTELLECTUAL PROPERTY LAW LLC,58,57,98,639
CONTINENTAL AUTOMOTIVE SYSTEMS INC,66,57,86,775
DUNLAP BENNETT & LUDWIG PLLC,153,57,37,619
IDEA INTELLECTUAL LIMITED,67,57,85,582
MARSHALL & MELHORN LLC,68,57,83,685
DILWORTH IP LLC,68,57,83,560
KUSHAL MALHOTRA,65,57,87,504
FCA US LLC,63,57,90,457
DENNEMEYER & ASSOCIATES LLC,63,57,90,479
QORVO & WITHROW + TERRANOVA,59,57,96,610
ADVENT LLP,63,56,88,563
BLUE LEAF I.P INC,56,56,100,566
CLIFFORD CHI APC,65,56,86,493
DICKINSON WRIGHT,56,56,100,494
DICKE BILLIG & CZAJA,64,56,87,558
PANITCH SCHWARZE,58,56,96,594
BARCLAY DAMON LLP,64,56,87,578
SEAGATE TECHNOLOGY LLC,58,56,96,579
SNIDER IP,56,55,98,520
SCHMIDT PATENT LAW INC,61,55,90,516
ELI LILLY & COMPANY,61,55,90,566
SLW / ADI / LINEAR,60,55,91,637
THERMO FISHER SCIENTIFIC INC,59,55,93,618
BNSF RAILWAY COMPANY,55,55,100,463
DOWNS RACHLIN MARTIN PLLC,64,55,85,529
FOGG & POWERS LLC,61,55,90,608
KYNDRYL INC,55,55,100,603
GIANT GROUP CORPORATION,74,55,74,593
FARBER LLC,61,55,90,491
LEE IP LAW PC,59,54,91,521
INSIGHT LAW GROUP PLLC,60,54,90,663
ROWANTREE LAW GROUP PLLC,60,54,90,517
SOCAL IP LAW GROUP LLP,64,54,84,382
CONCEPT IP LLP,55,54,98,528
HAWAII PATENT SERVICES,58,54,93,377
KUSNER & JAFFE,55,54,98,511
PNK IP LLC,55,54,98,311
FAEGRE DRINKER NTT,56,54,96,737
KLS LLP,55,53,96,562
RECHES PATENTS,62,53,85,584
ELEMENT IP PLC,67,53,79,554
SCALE LLP,55,53,96,298
EIP US LLP,60,53,88,574
WSP LAW GROUP,59,53,89,447
VIERRA MAGEN MARCUS LLP,59,53,89,611
SKAAR ULBRICH MACARI PA,70,53,75,523
HAN IP PLLC,55,53,96,600
MAINE CERNOTA & CURRAN,59,52,88,496
MACMILLAN SOBANSKI & TODD LLC,65,52,80,578
WELLS FARGO BANK NA,54,52,96,497
PURDUE RESEARCH FOUNDATION,56,52,92,597
CR MILES PC,57,52,91,535
MING CHIEH CHANG,60,52,86,829
JAQUEZ LAND GREENHAUS & MCFARLAND LLP,53,52,98,521
SLW,53,52,98,497
LAWRENCE LIVERMORE NATIONAL SECURITY LLC,53,52,98,645
IPPIVOT PATENT AGENCY,63,52,82,473
HOXIE & ASSOCIATES LLC,63,52,82,581
DIERKER & KAVANAUGH PC,67,52,77,520
DERGOSITS & NOAH LLP,60,52,86,554
DEKA RESEARCH & DEVELOPMENT CORP,56,52,92,540
MOTOROLA SOLUTIONS INC,54,52,96,646
BRUCE STONE LLP,58,51,87,492
GALLIUM LAW,63,51,80,387
EWING & JONES PLLC,56,51,91,426
LEWIS ROCA,55,51,92,654
NICHOLSON DE VOS WEBSTER & ELLIOTT LLP,54,51,94,450
HONGKONG IP,52,51,98,317
TOBIAS IP LAW,50,50,100,517
TONY HOM,53,50,94,402
WILMERHALE,69,50,72,525
JINGGAO LI,56,50,89,398
ADD+G,55,50,90,504
PIROOZI-IP LLC,49,49,100,501
KOFFSKY SCHWALB LLC,53,49,92,459
PIONEER HI-BRED INTERNATIONAL INC,64,49,76,767
TAUTZ & SCHUHMACHER LLC,51,49,96,371
GROWIP LAW GROUP LLC,51,49,96,516
DYKEMA GOSSETT PLLC,64,49,76,547
YAM MANAGEMENT,53,49,92,313
BOONE IP LAW PLLC,52,49,94,635
CHIESA SHAHINIAN & GIANTOMASI PC,65,49,75,555
CAESAR RIVISE PC,56,48,85,562
DANIEL J SWIRSKY,68,48,70,505
PATENT LAW WORKS,48,48,100,630
MENDELSOHN DUNLEAVY PC,64,48,75,539
WIDERMAN MALEK PL,54,48,88,457
HENRY PATENT LAW FIRM PLLC,54,48,88,386
LEI YU,51,48,94,565
UNITED IP COUNSELORS LLC,61,48,78,570
PAULEY ERICKSON & SWANSON,54,48,88,568
STANEK LEMON CROUSE & MEEKS PA,59,48,81,630
HAN SANTOS PLLC,49,48,97,489
BAKER BOTTS,49,48,97,507
NCR VOYIX CORPORATION,47,47,100,609
CALLAWAY GOLF C0MPANY,50,47,94,394
JAFFERY WATSON MENDONSA & HAMILTON LLP,48,47,97,584
NOTARO MICHALOS & ZACCARIA PC,59,47,79,574
AGCO CORPORATION,64,47,73,558
SLEMAN & LUND LLP,49,47,95,619
JOHN RIZVI PA,51,47,92,572
PERKINS COIE,54,47,87,468
BARDMESSER LAW GROUP,47,47,100,315
NAVAL RESEARCH LABORATORY,51,46,90,484
VON BRIESEN & ROPER SC,51,46,90,603
KAGAN BINDER PLLC,60,46,76,652
GUNTIN & GUST PLC,47,46,97,485
GARDNER LINN BURKHART & ONDERSMA LLP,51,46,90,573
RAUSCHENBACH PATENT LAW GROUP PLLC,49,46,93,502
LNW GAMING INC,48,46,95,614
RENNER KENNER GREIVE BOBAK TAYLOR & WEBER,52,46,88,666
ZHU LEHNHOFF LLP,49,45,91,470
BURNS & LEVINSON LLP,51,45,88,512
NEC LABORATORIES AMERICA INC,49,45,91,691
TUNG & ASSOCIATES,49,45,91,644
FULWIDER PATTON LLP,50,45,90,448
PARKER JUSTISS PC,47,45,95,625
MURGITROYD-ADVENT LLP,45,45,100,496
ORBIT IP LLP,53,45,84,495
DOWELL & DOWELL PC,58,45,77,547
FLEIT INTELLECTUAL PROPERTY LAW,58,45,77,624
GOODHUE COLEMAN & OWENS PC,50,45,90,571
NIELDS LEMACK & FRAME LLC,52,45,86,568
DICKINSON WRIGHT RLLP,45,45,100,567
LAW OFFICES OF JAMES ZHOU,63,45,71,382
SIEMENS ENERGY INC,49,45,91,510
BAE SYSTEMS,46,45,97,639
WOLTER VAN DYKE DAVIS PLLC,53,44,83,556
BYRNE POH LLP,44,44,100,536
KNOBBE MARTEN OLSON & BEAR LLP,119,44,36,616
SMITH GAMBRELL & RUSSELL LLP,50,44,88,548
ROWAN TELS LLC,47,44,93,610
HENKEL CORPORATION,49,44,89,677
JONG PATENT FIRM,49,44,89,300
THOMAS HORSTEMEYER LLP,44,44,100,563
OYEN WIGGS GREEN & MUTALA LLP,56,44,78,526
PDSD LAW,48,44,91,637
KEVIN P CHEN,45,44,97,376
LADAS & PARRY,45,44,97,580
ADE & COMPANY INC,54,44,81,600
RAJ S. DAVE,53,44,83,517
SAMBANOVA - FLAGSHIP,44,44,100,590
CENTRAL CALIFORNIA IP GROUP PC,47,44,93,454
MOORE IP LAW,45,44,97,401
AKONA IP,54,44,81,581
PATENT FILING SPECIALIST INC,52,43,82,498
MERCHANT & GOULD HOLOGIC,43,43,100,591
TONG REA BENTLEY & KIM LLC,43,43,100,553
ARRIGO LEE GUTTMAN & MOUTA,50,43,86,538
KIMBERLY-CLARK WORLDWIDE INC,48,43,89,510
MATTHIAS SCHOLL,45,43,95,550
DUNLAP CODDING PC,60,43,71,549
HALLIBURTON,43,43,100,579
COLGATE-PALMOLIVE COMPANY,51,43,84,605
NOKIA OF AMERICA CORPORATION,47,43,91,557
IP LEGAL SERVICES LLC,46,43,93,595
RAPID7 INC,44,43,97,575
TRACNIK LAW PLLC,48,43,89,384
AIRD & MCBURNEY LP,49,42,85,474
LAW OFFICE OF DAVID H JUDSON,46,42,91,481
AI INCORPORATED,42,42,100,465
NORTH WEBER & BAUGH,46,42,91,589
RAYN/MWM,42,42,100,633
JACKSON INTELLECTUAL PROPERTY GROUP PLLC,51,42,82,559
PARK VAUGHAN FLEMING & DOWLER LLP,47,42,89,567
THE WEBB FIRM,43,42,97,589
HRL LABORATORIES LLC,42,42,100,551
MCGLEW & TUTTLE PC,48,42,87,670
THE INTELLECTUAL PROPERTY LAW FIRM PLLC,45,42,93,477
JASON P MUELLER ESQ,42,42,100,446
SHORE IP GROUP PLLC,42,41,97,389
ENDURANCE LAW GROUP PLC,52,41,78,504
MBM INTELLECTUAL PROPERTY AGENCY,44,41,93,580
REAM LAW FIRM LLC,48,41,85,324
INSTACART,45,41,91,570
CROWE & DUNLEVY A PROFESSIONAL CORPORATION,48,41,85,542
TUTUNJIAN & BITETTO PC,47,41,87,559
WEAVER AUSTIN VILLENEUVE & SAMPSON,47,41,87,647
LEWIS & REESE PLLC,44,41,93,599
GLAXOSMITHKLINE,70,41,58,336
MORSE BARNES-BROWN & PENDLETON PC,54,41,75,595
THE LAW OFFICE OF PATRICK F O''REILLY III LLC,41,41,100,410
KABAM INC,40,40,100,475
DANE IP LAW PC,42,40,95,452
BURRUS INTELLECTUAL PROPERTY LAW GROUP,40,40,100,536
CROCKETT & CROCKETT PC,46,40,86,450
BRIDGESTONE AMERICAS INC,46,40,86,518
CRAMER PATENT & DESIGN PLLC,41,40,97,445
COOK ALEX LTD,47,40,85,608
PATENT LAW WORKS LLP,49,40,81,532
BLUESHIFT IP LLC,52,40,76,398
ANGLEHART ET AL,46,40,86,499
PCFB,42,40,95,356
WOOD PHILLIPS KATZ CLARK & MORTIMER,54,40,74,548
JCAMERON IP LAW LLC,50,40,80,534
NOVAK DRUCE CARROLL LLP,43,39,90,541
HOFFBERG & ASSOCIATES,41,39,95,531
ONSEMI (AS),39,39,100,556
ZF GROUP,39,39,100,581
N.V. NEDERLANDSCH OCTROOIBUREAU,49,39,79,632
LOPPNOW & CHAPA,40,39,97,591
PARK KIM & SUH LLC,41,39,95,489
STEINFL + BRUNO,39,39,100,539
PANDUIT CORP,44,39,88,523
DONALD J ERSLER SC,43,39,90,438
DITTHAVONG STEINER & MLOTKOWSKI,45,39,86,669
ROBINSON + COLE LLP,39,39,100,569
MCNEES WALLACE & NURICK LLC,52,39,75,538
GILLIAM IP PLLC,42,39,92,563
BEJIN BIENEMAN PLC,39,39,100,617
ALCON RESEARCH LLC,43,39,90,604
LAW OFFICE OF KATSUHIRO ARAI,41,39,95,567
AKAMAI TECHNOLOGIES INC,44,39,88,541
AKA CHAN LLP,58,39,67,544
LAW OFFICE OF BRIAN SHORT,40,38,95,547
PATENT ENGINEERING LLC,40,38,95,238
NOVEL IP,45,38,84,583
PATENT BEACH PC,40,38,95,660
EDMOND A DEFRANK,50,38,76,420
ONE LLP,155,38,24,472
ROGITZ & ASSOCIATES,47,38,80,667
ROY KIESEL FORD DOODY & NORTH APLC,39,38,97,472
LOWE GRAHAM JONES PLLC,47,38,80,504
OFFICE OF INTELLECTUAL PROPERTY,39,38,97,627
LIFE TECHNOLOGIES CORPORATION,47,38,80,573
BEKIARES ELIEZER LLP,53,38,71,531
DENTONS DURHAM JONES PINEGAR,50,38,76,463
LEXMARK INTERNATIONAL INC,78,38,48,502
STRATFORD GROUP LTD,49,38,77,535
HALLIBURTON ENERGY SERVICES,38,38,100,627
GARCIA-ZAMOR INTELLECTUAL PROPERTY LAW,38,37,97,601
JOYWIN IP LAW PLLC,37,37,100,548
ARNOLD & PORTER,46,37,80,509
COVESTRO LLC,50,37,74,585
BOUDWIN INTELLECTUAL PROPERTY LAW LLC,53,37,69,574
YOU & IP LLC,46,37,80,529
AEON LAW,48,37,77,456
THE WATSON IP GROUP PLC,46,37,80,615
MEAGHER EMANUEL LAKS GOLDBERG & LIAO LLP,44,37,84,516
ROCKWELL AUTOMATION,38,37,97,501
CIC CONSULTING,39,37,94,289
SOROKER AGMON NORDMAN RIBA,45,37,82,444
QUALCOMM,43,37,86,656
QUARLES/ADSERO IP,49,37,75,577
MOTOROLA MOBILITY LLC,37,37,100,591
ORRICK HERRINGTON & SUTCLIFFE LLP,44,37,84,456
STRATEGIC PATENTS PC,40,37,92,600
CAERUS INSTITUTE,37,36,97,628
TECHLAW VENTURES PLLC,43,36,83,659
PROCOPIO,36,36,100,352
TAYLOR IP PC,38,36,94,602
ASANA INC,36,36,100,482
KING & SPALDING LLP,45,36,80,479
MAXGO LAW PLLC,42,36,85,626
LABATT LLC,37,36,97,451
MILES & STOCKBRIDGE PC,38,36,94,685
WARE FRESSOLA MAGUIRE & BARBER LLP,48,36,75,582
HUFFMAN LAW GROUP PC,37,36,97,635
CISLO & THOMAS LLP,42,36,85,424
BENESCH FRIEDLANDER COPLAN & ARONOFF LLP,42,36,85,626
SALESFORCE COM INC,37,36,97,607
WOOD IP LLC,39,36,92,646
BAKER DONELSON,49,36,73,607
US CONEC LTD,36,36,100,526
JOHNSON MARCOU ISAACS & NIX LLC,47,36,76,491
KEYSIGHT TECHNOLOGIES INC,36,36,100,604
KATTEN MUCHIN ROSENMAN LLP,49,36,73,524
HINCKLEY ALLEN & SNYDER LLP,51,35,68,549
WOLTER VANDYKE DAVIS PLLC,49,35,71,715
DANIELSON LEGAL LLC,39,35,89,411
JACK G ABID,35,35,100,511
BRIAN S BOON,39,35,89,447
ALLIANCE FOR SUSTAINABLE ENERGY LLC,37,35,94,571
BOARDMAN & CLARK LLP,41,35,85,552
KHMRG,35,35,100,573
MARTIN & FERRARO LLP,35,35,100,490
MCHALE & SLAVIN PA,42,35,83,602
VILLAMAR & GUILIANA LLP,35,35,100,562
RAPHAEL BELLUM PLLC,53,35,66,511
PATSHEGEN IP,56,35,62,628
NOVOZYMES NORTH AMERICA INC,43,35,81,630
CASCADIA INTELLECTUAL PROPERTY,43,35,81,431
KASHA LAW LLC,38,35,92,519
SANDVIK,40,35,87,645
SHEETS LAW PLLC,39,35,89,672
ENTEGRIS INC,46,34,73,622
INTELLECTUAL PROPERTY INC,38,34,89,568
HICKMAN BECKER BINGHAM LEDESMA LLP,42,34,80,517
LUMEN PATENT FIRM,44,34,77,615
TALEM IP LAW LLP,35,34,97,710
BRADLEY ARANT BOULT CUMMINGS,41,34,82,503
DWAPWIRELESS,38,34,89,486
WALKER & JOCKE,34,34,100,542
STRAUB & STRAUB - CHARTER,34,34,100,563
DAYLIGHT LAW PC,34,34,100,406
STOUT UXA & BUYAN LLP,42,34,80,548
TOKYO ELECTRON US HOLDINGS INC,36,33,91,603
CADENCE DESIGN SYSTEMS INC,33,33,100,570
C TUMEY LAW GROUP PLLC,37,33,89,641
WEITZMAN LAW OFFICES LLC,36,33,91,268
